Date,NN Group,ING Group,ABN AMRO,KBC Group,Deutsche Bank
2015-11-20,9.466203689575195,19.298831939697266,7.219951152801514,36.07332992553711,18.493412017822266
2015-11-23,9.60033130645752,19.097187042236328,7.178678035736084,35.660911560058594,18.72349739074707
2015-11-24,9.698343276977539,18.7413387298584,7.153914451599121,36.066688537597656,18.709117889404297
2015-11-25,10.033659934997559,18.994386672973633,7.145661354064941,35.97355651855469,19.2009334564209
2015-11-26,10.02334213256836,19.160446166992188,7.164922714233398,36.64540481567383,18.71198844909668
2015-11-27,10.136833190917969,18.97461700439453,7.250218391418457,37.58331298828125,18.87017822265625
2015-11-30,10.25548267364502,19.219755172729492,7.151163101196289,37.58331298828125,18.596948623657227
2015-12-01,10.162628173828125,19.342327117919922,7.126399517059326,37.59662628173828,18.447389602661133
2015-12-02,10.214212417602539,19.085323333740234,7.071370601654053,37.29063415527344,18.473278045654297
2015-12-03,9.982072830200195,18.531784057617188,6.922789573669434,37.45028305053711,18.1396484375
2015-12-04,10.020761489868164,18.345951080322266,6.939298152923584,37.82944107055664,18.156902313232422
2015-12-07,10.162628173828125,18.314319610595703,6.942049026489258,37.636539459228516,18.309337615966797
2015-12-08,9.896952629089355,17.788455963134766,6.754947185516357,36.85825729370117,18.108009338378906
2015-12-09,9.922749519348145,17.65797996520996,6.785212993621826,36.39262390136719,18.490530014038086
2015-12-10,9.961438179016113,17.574951171875,6.716425895690918,35.9536018371582,18.407123565673828
2015-12-11,9.982072830200195,16.796035766601562,6.647637367248535,36.23298263549805,18.151153564453125
2015-12-14,9.89953327178955,16.42436981201172,6.5595903396606445,35.71412658691406,17.992965698242188
2015-12-15,9.881479263305664,16.922557830810547,6.801721096038818,37.051170349121094,18.32371711730957
2015-12-16,9.89953327178955,16.94628143310547,6.746691703796387,37.25072479248047,18.447389602661133
2015-12-17,10.162628173828125,17.298175811767578,6.873260498046875,38.288421630859375,18.470399856567383
2015-12-18,10.317386627197266,17.199329376220703,6.812728404998779,38.31502914428711,18.1195125579834
2015-12-21,10.296753883361816,17.021408081054688,6.683407306671143,37.76956558227539,18.27770233154297
2015-12-22,10.32254695892334,17.045129776000977,6.738437652587891,37.67644119262695,18.43301010131836
2015-12-23,10.521157264709473,17.646116256713867,6.906280517578125,38.18863296508789,18.55380630493164
2015-12-24,10.523735046386719,17.646116256713867,6.906280517578125,38.348289489746094,18.579687118530273
2015-12-25,10.523735046386719,17.646116256713867,6.906280517578125,38.348289489746094,18.579687118530273
2015-12-28,10.451513290405273,17.53936195373535,6.889771461486816,38.102169036865234,18.407123565673828
2015-12-29,10.709449768066406,17.970333099365234,6.97506856918335,38.966922760009766,18.875930786132812
2015-12-30,10.72750473022461,17.81218147277832,6.942049026489258,38.67423629760742,18.86155128479004
2016-01-04,10.663020133972168,16.96209716796875,6.713674545288086,38.062255859375,18.332345962524414
2016-01-05,10.64238452911377,17.234912872314453,6.721929550170898,38.17533493041992,17.946949005126953
2016-01-06,10.384450912475586,17.09257698059082,6.611868381500244,37.88265609741211,18.54517936706543
2016-01-07,10.160048484802246,16.724864959716797,6.479796886444092,36.944740295410156,18.464645385742188
2016-01-08,10.301909446716309,16.183183670043945,6.342221260070801,35.96025085449219,18.1195125579834
2016-01-11,10.136833190917969,16.372970581054688,6.322960376739502,35.93364334106445,18.29495620727539
2016-01-12,10.02334213256836,16.61811065673828,6.3724870681762695,36.259586334228516,18.52216911315918
2016-01-13,10.020761489868164,16.523216247558594,6.386244297027588,36.146507263183594,18.73788070678711
2016-01-14,9.868581771850586,15.819429397583008,6.251420497894287,35.660911560058594,18.32371711730957
2016-01-15,9.569375991821289,15.167040824890137,6.058816909790039,34.47687530517578,17.918184280395508
2016-01-18,9.32691764831543,14.668852806091309,5.940500736236572,33.844947814941406,17.639198303222656
2016-01-19,9.623543739318848,14.913993835449219,5.97076940536499,34.017887115478516,17.990087509155273
2016-01-20,9.342395782470703,14.012513160705566,5.747894763946533,33.25956726074219,17.302696228027344
2016-01-21,9.363028526306152,13.542000770568848,5.791920185089111,34.65647506713867,17.544294357299805
2016-01-22,9.749932289123535,13.901803016662598,5.995532035827637,35.27510452270508,17.992965698242188
2016-01-25,9.855684280395508,13.13475227355957,5.857956886291504,34.257362365722656,17.877920150756836
2016-01-26,9.896952629089355,13.538047790527344,5.871713638305664,35.08219528198242,17.86066436767578
2016-01-27,9.829894065856934,13.526185989379883,5.857956886291504,34.08441162109375,17.892301559448242
